date;class;focuses;uf
2020/07;Floresta;78;MATO GROSSO
2020/07;Floresta;158;PARÁ
2020/07;Floresta;39;RONDÔNIA
2020/07;Floresta;2;RORAIMA
2020/07;Outros;1;AMAPÁ
2020/07;Outros;11;AMAZONAS
2020/07;Outros;8;MARANHÃO
2020/07;Outros;119;MATO GROSSO
2020/07;Outros;79;PARÁ
2020/07;Outros;28;RONDÔNIA
2020/07;Outros;5;RORAIMA
2020/07;Outros;5;TOCANTINS
2020/07;Vegetacao Secundaria;24;ACRE
2020/07;Vegetacao Secundaria;204;AMAZONAS
2020/07;Vegetacao Secundaria;43;MARANHÃO
2020/07;Vegetacao Secundaria;35;MATO GROSSO
2020/07;Vegetacao Secundaria;357;PARÁ
2020/07;Vegetacao Secundaria;27;RONDÔNIA
2020/07;Vegetacao Secundaria;2;TOCANTINS
2020/08;Desmatamento Consolidado;598;ACRE
2020/08;Desmatamento Consolidado;4;AMAPÁ
2020/08;Desmatamento Consolidado;1567;AMAZONAS
2020/08;Desmatamento Consolidado;179;MARANHÃO
2020/08;Desmatamento Consolidado;931;MATO GROSSO
2020/08;Desmatamento Consolidado;2890;PARÁ
2020/08;Desmatamento Consolidado;561;RONDÔNIA
2020/08;Desmatamento Consolidado;1;RORAIMA
2020/08;Desmatamento Consolidado;48;TOCANTINS
2020/08;Desmatamento Recente;2413;ACRE
2020/08;Desmatamento Recente;2;AMAPÁ
2020/08;Desmatamento Recente;4803;AMAZONAS
2020/08;Desmatamento Recente;56;MARANHÃO
2020/08;Desmatamento Recente;1740;MATO GROSSO
2020/08;Desmatamento Recente;6401;PARÁ
2020/08;Desmatamento Recente;1972;RONDÔNIA
2020/08;Desmatamento Recente;1;RORAIMA
2020/08;Desmatamento Recente;3;TOCANTINS
2020/08;Floresta;344;ACRE
2020/08;Floresta;7;AMAPÁ
2020/08;Floresta;905;AMAZONAS
2020/08;Floresta;3;MARANHÃO
2020/08;Floresta;411;MATO GROSSO
2020/08;Floresta;786;PARÁ
2020/08;Floresta;216;RONDÔNIA
2020/08;Floresta;1;RORAIMA
2020/08;Floresta;2;TOCANTINS
2020/08;Outros;3;AMAPÁ
2020/08;Outros;114;AMAZONAS
2020/08;Outros;12;MARANHÃO
2020/08;Outros;162;MATO GROSSO
2020/08;Outros;217;PARÁ
2020/08;Outros;145;RONDÔNIA
2020/08;Outros;10;RORAIMA
2020/08;Outros;8;TOCANTINS
2020/08;Vegetacao Secundaria;223;ACRE
2020/08;Vegetacao Secundaria;641;AMAZONAS
2020/08;Vegetacao Secundaria;65;MARANHÃO
2020/08;Vegetacao Secundaria;92;MATO GROSSO
2020/08;Vegetacao Secundaria;571;PARÁ
2020/08;Vegetacao Secundaria;192;RONDÔNIA
2020/08;Vegetacao Secundaria;1;RORAIMA
2020/08;Vegetacao Secundaria;6;TOCANTINS
2020/09;Desmatamento Consolidado;567;ACRE
2020/09;Desmatamento Consolidado;16;AMAPÁ
2020/09;Desmatamento Consolidado;1020;AMAZONAS
2020/09;Desmatamento Consolidado;233;MARANHÃO
2020/09;Desmatamento Consolidado;2670;MATO GROSSO
2020/09;Desmatamento Consolidado;3940;PARÁ
2020/09;Desmatamento Consolidado;965;RONDÔNIA
2020/09;Desmatamento Consolidado;8;RORAIMA
2020/09;Desmatamento Consolidado;242;TOCANTINS
2020/09;Desmatamento Recente;2279;ACRE
2020/09;Desmatamento Recente;5;AMAPÁ
2020/09;Desmatamento Recente;2343;AMAZONAS
2020/09;Desmatamento Recente;50;MARANHÃO
2020/09;Desmatamento Recente;2961;MATO GROSSO
2020/09;Desmatamento Recente;4429;PARÁ
2020/09;Desmatamento Recente;2598;RONDÔNIA
2020/09;Desmatamento Recente;15;RORAIMA
2020/09;Desmatamento Recente;11;TOCANTINS
2020/09;Floresta;359;ACRE
2020/09;Floresta;11;AMAPÁ
2020/09;Floresta;459;AMAZONAS
2020/09;Floresta;17;MARANHÃO
2020/09;Floresta;2013;MATO GROSSO
2020/09;Floresta;1239;PARÁ
2020/09;Floresta;226;RONDÔNIA
2020/09;Floresta;7;RORAIMA
2020/09;Floresta;6;TOCANTINS
2020/09;Outros;47;AMAPÁ
2020/09;Outros;61;AMAZONAS
2020/09;Outros;40;MARANHÃO
2020/09;Outros;531;MATO GROSSO
2020/09;Outros;639;PARÁ
2020/09;Outros;154;RONDÔNIA
2020/09;Outros;31;RORAIMA
2020/09;Outros;10;TOCANTINS
2020/09;Vegetacao Secundaria;152;ACRE
2020/09;Vegetacao Secundaria;5;AMAPÁ
2020/09;Vegetacao Secundaria;387;AMAZONAS
2020/09;Vegetacao Secundaria;81;MARANHÃO
2020/09;Vegetacao Secundaria;291;MATO GROSSO
2020/09;Vegetacao Secundaria;629;PARÁ
2020/09;Vegetacao Secundaria;255;RONDÔNIA
2020/09;Vegetacao Secundaria;1;RORAIMA
2020/09;Vegetacao Secundaria;14;TOCANTINS
2020/10;Desmatamento Consolidado;341;ACRE
2020/10;Desmatamento Consolidado;124;AMAPÁ
2020/10;Desmatamento Consolidado;318;AMAZONAS
2020/10;Desmatamento Consolidado;469;MARANHÃO
2020/10;Desmatamento Consolidado;942;MATO GROSSO
2020/10;Desmatamento Consolidado;2815;PARÁ
2020/10;Desmatamento Consolidado;623;RONDÔNIA
2020/10;Desmatamento Consolidado;17;RORAIMA
2020/10;Desmatamento Consolidado;69;TOCANTINS
2020/10;Desmatamento Recente;1137;ACRE
2020/10;Desmatamento Recente;49;AMAPÁ
2020/10;Desmatamento Recente;639;AMAZONAS
2020/10;Desmatamento Recente;89;MARANHÃO
2020/10;Desmatamento Recente;846;MATO GROSSO
2020/10;Desmatamento Recente;3539;PARÁ
2020/10;Desmatamento Recente;1320;RONDÔNIA
2020/10;Desmatamento Recente;32;RORAIMA
2020/10;Desmatamento Recente;1;TOCANTINS
2020/10;Floresta;78;ACRE
2020/10;Floresta;117;AMAPÁ
2020/10;Floresta;124;AMAZONAS
2020/10;Floresta;32;MARANHÃO
2020/10;Floresta;377;MATO GROSSO
2020/10;Floresta;468;PARÁ
2020/10;Floresta;136;RONDÔNIA
2020/10;Floresta;17;RORAIMA
2020/10;Outros;208;AMAPÁ
2020/10;Outros;30;AMAZONAS
2020/10;Outros;63;MARANHÃO
2020/10;Outros;176;MATO GROSSO
2020/10;Outros;363;PARÁ
2020/10;Outros;194;RONDÔNIA
2020/10;Outros;45;RORAIMA
2020/10;Outros;2;TOCANTINS
2020/10;Vegetacao Secundaria;96;ACRE
2020/10;Vegetacao Secundaria;29;AMAPÁ
2020/10;Vegetacao Secundaria;154;AMAZONAS
2020/10;Vegetacao Secundaria;102;MARANHÃO
2020/10;Vegetacao Secundaria;130;MATO GROSSO
2020/10;Vegetacao Secundaria;867;PARÁ
2020/10;Vegetacao Secundaria;140;RONDÔNIA
2020/10;Vegetacao Secundaria;2;RORAIMA
2020/10;Vegetacao Secundaria;6;TOCANTINS
2020/11;Desmatamento Consolidado;30;ACRE
2020/11;Desmatamento Consolidado;21;AMAPÁ
2020/11;Desmatamento Consolidado;120;AMAZONAS
2020/11;Desmatamento Consolidado;766;MARANHÃO
2020/11;Desmatamento Consolidado;454;MATO GROSSO
2020/11;Desmatamento Consolidado;1307;PARÁ
2020/11;Desmatamento Consolidado;189;RONDÔNIA
2020/11;Desmatamento Consolidado;3;RORAIMA
2020/11;Desmatamento Consolidado;41;TOCANTINS
2020/11;Desmatamento Recente;88;ACRE
2020/11;Desmatamento Recente;7;AMAPÁ
2020/11;Desmatamento Recente;165;AMAZONAS
2020/11;Desmatamento Recente;106;MARANHÃO
2020/11;Desmatamento Recente;298;MATO GROSSO
2020/11;Desmatamento Recente;915;PARÁ
2020/11;Desmatamento Recente;217;RONDÔNIA
2020/11;Desmatamento Recente;2;RORAIMA
2020/11;Desmatamento Recente;2;TOCANTINS
2020/11;Floresta;6;ACRE
2020/11;Floresta;11;AMAPÁ
2020/11;Floresta;35;AMAZONAS
2020/11;Floresta;4;MARANHÃO
2020/11;Floresta;88;MATO GROSSO
2020/11;Floresta;95;PARÁ
2020/11;Floresta;30;RONDÔNIA
2020/11;Floresta;1;RORAIMA
2020/11;Floresta;1;TOCANTINS
2020/11;Outros;35;AMAPÁ
2020/11;Outros;10;AMAZONAS
2020/11;Outros;46;MARANHÃO
2020/11;Outros;74;MATO GROSSO
2020/11;Outros;84;PARÁ
2020/11;Outros;42;RONDÔNIA
2020/11;Outros;13;RORAIMA
2020/11;Outros;3;TOCANTINS
2020/11;Vegetacao Secundaria;5;ACRE
2020/11;Vegetacao Secundaria;2;AMAPÁ
2020/11;Vegetacao Secundaria;44;AMAZONAS
2020/11;Vegetacao Secundaria;313;MARANHÃO
2020/11;Vegetacao Secundaria;43;MATO GROSSO
2020/11;Vegetacao Secundaria;569;PARÁ
2020/11;Vegetacao Secundaria;31;RONDÔNIA
2020/11;Vegetacao Secundaria;5;TOCANTINS
2020/12;Desmatamento Consolidado;2;ACRE
2020/12;Desmatamento Consolidado;19;AMAPÁ
2020/12;Desmatamento Consolidado;65;AMAZONAS
2020/12;Desmatamento Consolidado;313;MARANHÃO
2020/12;Desmatamento Consolidado;175;MATO GROSSO
2020/12;Desmatamento Consolidado;951;PARÁ
2020/12;Desmatamento Consolidado;66;RONDÔNIA
2020/12;Desmatamento Consolidado;14;RORAIMA
2020/12;Desmatamento Consolidado;15;TOCANTINS
2020/12;Desmatamento Recente;9;ACRE
2020/12;Desmatamento Recente;4;AMAPÁ
2020/12;Desmatamento Recente;71;AMAZONAS
2020/12;Desmatamento Recente;61;MARANHÃO
2020/12;Desmatamento Recente;140;MATO GROSSO
2020/12;Desmatamento Recente;707;PARÁ
2020/12;Desmatamento Recente;52;RONDÔNIA
2020/12;Desmatamento Recente;17;RORAIMA
2020/12;Desmatamento Recente;6;TOCANTINS
2020/12;Floresta;6;AMAPÁ
2020/12;Floresta;11;AMAZONAS
2020/12;Floresta;3;MARANHÃO
2020/12;Floresta;7;MATO GROSSO
2020/12;Floresta;63;PARÁ
2020/12;Floresta;7;RONDÔNIA
2020/12;Floresta;4;RORAIMA
2020/12;Outros;4;AMAPÁ
2020/12;Outros;7;AMAZONAS
2020/12;Outros;14;MARANHÃO
2020/12;Outros;15;MATO GROSSO
2020/12;Outros;56;PARÁ
2020/12;Outros;5;RONDÔNIA
2020/12;Outros;20;RORAIMA
2020/12;Vegetacao Secundaria;5;AMAPÁ
2020/12;Vegetacao Secundaria;21;AMAZONAS
2020/12;Vegetacao Secundaria;102;MARANHÃO
2020/12;Vegetacao Secundaria;20;MATO GROSSO
2020/12;Vegetacao Secundaria;407;PARÁ
2020/12;Vegetacao Secundaria;14;RONDÔNIA
2020/12;Vegetacao Secundaria;3;RORAIMA
2020/12;Vegetacao Secundaria;3;TOCANTINS
2019/08;Desmatamento Consolidado;553;ACRE
2019/08;Desmatamento Consolidado;3;AMAPÁ
2019/08;Desmatamento Consolidado;1629;AMAZONAS
2019/08;Desmatamento Consolidado;115;MARANHÃO
2019/08;Desmatamento Consolidado;1444;MATO GROSSO
2019/08;Desmatamento Consolidado;3421;PARÁ
2019/08;Desmatamento Consolidado;1303;RONDÔNIA
2019/08;Desmatamento Consolidado;50;TOCANTINS
2019/08;Desmatamento Recente;2071;ACRE
2019/08;Desmatamento Recente;3989;AMAZONAS
2019/08;Desmatamento Recente;21;MARANHÃO
2019/08;Desmatamento Recente;2710;MATO GROSSO
2019/08;Desmatamento Recente;5134;PARÁ
2019/08;Desmatamento Recente;3472;RONDÔNIA
2019/08;Desmatamento Recente;3;RORAIMA
2019/08;Desmatamento Recente;3;TOCANTINS
2019/08;Floresta;236;ACRE
2019/08;Floresta;2;AMAPÁ
2019/08;Floresta;511;AMAZONAS
2019/08;Floresta;1;MARANHÃO
2019/08;Floresta;454;MATO GROSSO
2019/08;Floresta;696;PARÁ
2019/08;Floresta;274;RONDÔNIA
2019/08;Floresta;2;RORAIMA
2019/08;Floresta;1;TOCANTINS
2019/08;Outros;16;AMAPÁ
2019/08;Outros;56;AMAZONAS
2019/08;Outros;11;MARANHÃO
2019/08;Outros;303;MATO GROSSO
2019/08;Outros;318;PARÁ
2019/08;Outros;185;RONDÔNIA
2019/08;Outros;3;TOCANTINS
2019/08;Vegetacao Secundaria;191;ACRE
2019/08;Vegetacao Secundaria;483;AMAZONAS
2019/08;Vegetacao Secundaria;45;MARANHÃO
2019/08;Vegetacao Secundaria;212;MATO GROSSO
2019/08;Vegetacao Secundaria;616;PARÁ
2019/08;Vegetacao Secundaria;358;RONDÔNIA
2019/08;Vegetacao Secundaria;5;TOCANTINS
2019/09;Desmatamento Consolidado;491;ACRE
2019/09;Desmatamento Consolidado;16;AMAPÁ
2019/09;Desmatamento Consolidado;773;AMAZONAS
2019/09;Desmatamento Consolidado;138;MARANHÃO
2019/09;Desmatamento Consolidado;1678;MATO GROSSO
2019/09;Desmatamento Consolidado;1809;PARÁ
2019/09;Desmatamento Consolidado;964;RONDÔNIA
2019/09;Desmatamento Consolidado;1;RORAIMA
2019/09;Desmatamento Consolidado;24;TOCANTINS
2019/09;Desmatamento Recente;2048;ACRE
2019/09;Desmatamento Recente;5;AMAPÁ
2019/09;Desmatamento Recente;1647;AMAZONAS
2019/09;Desmatamento Recente;17;MARANHÃO
2019/09;Desmatamento Recente;2145;MATO GROSSO
2019/09;Desmatamento Recente;1793;PARÁ
2019/09;Desmatamento Recente;2195;RONDÔNIA
2019/09;Desmatamento Recente;11;RORAIMA
2019/09;Desmatamento Recente;2;TOCANTINS
2019/09;Floresta;287;ACRE
2019/09;Floresta;16;AMAPÁ
2019/09;Floresta;288;AMAZONAS
2019/09;Floresta;25;MARANHÃO
2019/09;Floresta;822;MATO GROSSO
2019/09;Floresta;425;PARÁ
2019/09;Floresta;158;RONDÔNIA
2019/09;Floresta;4;RORAIMA
2019/09;Outros;95;AMAPÁ
2019/09;Outros;45;AMAZONAS
2019/09;Outros;46;MARANHÃO
2019/09;Outros;336;MATO GROSSO
2019/09;Outros;320;PARÁ
2019/09;Outros;74;RONDÔNIA
2019/09;Outros;7;RORAIMA
2019/09;Outros;12;TOCANTINS
2019/09;Vegetacao Secundaria;151;ACRE
2019/09;Vegetacao Secundaria;6;AMAPÁ
2019/09;Vegetacao Secundaria;273;AMAZONAS
2019/09;Vegetacao Secundaria;65;MARANHÃO
2019/09;Vegetacao Secundaria;184;MATO GROSSO
2019/09;Vegetacao Secundaria;271;PARÁ
2019/09;Vegetacao Secundaria;253;RONDÔNIA
2019/09;Vegetacao Secundaria;3;RORAIMA
2019/09;Vegetacao Secundaria;2;TOCANTINS
2019/10;Desmatamento Consolidado;84;ACRE
2019/10;Desmatamento Consolidado;109;AMAPÁ
2019/10;Desmatamento Consolidado;174;AMAZONAS
2019/10;Desmatamento Consolidado;514;MARANHÃO
2019/10;Desmatamento Consolidado;513;MATO GROSSO
2019/10;Desmatamento Consolidado;1343;PARÁ
2019/10;Desmatamento Consolidado;199;RONDÔNIA
2019/10;Desmatamento Consolidado;11;RORAIMA
2019/10;Desmatamento Consolidado;30;TOCANTINS
2019/10;Desmatamento Recente;233;ACRE
2019/10;Desmatamento Recente;58;AMAPÁ
2019/10;Desmatamento Recente;234;AMAZONAS
2019/10;Desmatamento Recente;110;MARANHÃO
2019/10;Desmatamento Recente;347;MATO GROSSO
2019/10;Desmatamento Recente;1760;PARÁ
2019/10;Desmatamento Recente;279;RONDÔNIA
2019/10;Desmatamento Recente;6;RORAIMA
2019/10;Desmatamento Recente;2;TOCANTINS
2019/10;Floresta;12;ACRE
2019/10;Floresta;128;AMAPÁ
2019/10;Floresta;55;AMAZONAS
2019/10;Floresta;23;MARANHÃO
2019/10;Floresta;33;MATO GROSSO
2019/10;Floresta;167;PARÁ
2019/10;Floresta;17;RONDÔNIA
2019/10;Floresta;12;RORAIMA
2019/10;Outros;218;AMAPÁ
2019/10;Outros;11;AMAZONAS
2019/10;Outros;38;MARANHÃO
2019/10;Outros;84;MATO GROSSO
2019/10;Outros;164;PARÁ
2019/10;Outros;16;RONDÔNIA
2019/10;Outros;22;RORAIMA
2019/10;Outros;4;TOCANTINS
2019/10;Vegetacao Secundaria;25;ACRE
2019/10;Vegetacao Secundaria;27;AMAPÁ
2019/10;Vegetacao Secundaria;74;AMAZONAS
2019/10;Vegetacao Secundaria;176;MARANHÃO
2019/10;Vegetacao Secundaria;53;MATO GROSSO
2019/10;Vegetacao Secundaria;436;PARÁ
2019/10;Vegetacao Secundaria;45;RONDÔNIA
2019/10;Vegetacao Secundaria;2;RORAIMA
2019/10;Vegetacao Secundaria;7;TOCANTINS
2019/11;Desmatamento Consolidado;10;ACRE
2019/11;Desmatamento Consolidado;94;AMAPÁ
2019/11;Desmatamento Consolidado;187;AMAZONAS
2019/11;Desmatamento Consolidado;1054;MARANHÃO
2019/11;Desmatamento Consolidado;416;MATO GROSSO
2019/11;Desmatamento Consolidado;2741;PARÁ
2019/11;Desmatamento Consolidado;90;RONDÔNIA
2019/11;Desmatamento Consolidado;4;RORAIMA
2019/11;Desmatamento Consolidado;30;TOCANTINS
2019/11;Desmatamento Recente;26;ACRE
2019/11;Desmatamento Recente;68;AMAPÁ
2019/11;Desmatamento Recente;223;AMAZONAS
2019/11;Desmatamento Recente;213;MARANHÃO
2019/11;Desmatamento Recente;178;MATO GROSSO
2019/11;Desmatamento Recente;3059;PARÁ
2019/11;Desmatamento Recente;140;RONDÔNIA
2019/11;Desmatamento Recente;9;RORAIMA
2019/11;Desmatamento Recente;5;TOCANTINS
2019/11;Floresta;3;ACRE
2019/11;Floresta;113;AMAPÁ
2019/11;Floresta;55;AMAZONAS
2019/11;Floresta;21;MARANHÃO
2019/11;Floresta;24;MATO GROSSO
2019/11;Floresta;294;PARÁ
2019/11;Floresta;6;RONDÔNIA
2019/11;Floresta;6;RORAIMA
2019/11;Outros;192;AMAPÁ
2019/11;Outros;16;AMAZONAS
2019/11;Outros;69;MARANHÃO
2019/11;Outros;47;MATO GROSSO
2019/11;Outros;147;PARÁ
2019/11;Outros;10;RONDÔNIA
2019/11;Outros;37;RORAIMA
2019/11;Outros;2;TOCANTINS
2019/11;Vegetacao Secundaria;5;ACRE
2019/11;Vegetacao Secundaria;36;AMAPÁ
2019/11;Vegetacao Secundaria;92;AMAZONAS
2019/11;Vegetacao Secundaria;381;MARANHÃO
2019/11;Vegetacao Secundaria;19;MATO GROSSO
2019/11;Vegetacao Secundaria;1149;PARÁ
2019/11;Vegetacao Secundaria;17;RONDÔNIA
2019/11;Vegetacao Secundaria;2;RORAIMA
2019/11;Vegetacao Secundaria;7;TOCANTINS
2019/12;Desmatamento Consolidado;9;AMAPÁ
2019/12;Desmatamento Consolidado;46;AMAZONAS
2019/12;Desmatamento Consolidado;532;MARANHÃO
2019/12;Desmatamento Consolidado;161;MATO GROSSO
2019/12;Desmatamento Consolidado;787;PARÁ
2019/12;Desmatamento Consolidado;27;RONDÔNIA
2019/12;Desmatamento Consolidado;5;RORAIMA
2019/12;Desmatamento Consolidado;25;TOCANTINS
2019/12;Desmatamento Recente;1;ACRE
2019/12;Desmatamento Recente;5;AMAPÁ
2019/12;Desmatamento Recente;69;AMAZONAS
2019/12;Desmatamento Recente;92;MARANHÃO
2019/12;Desmatamento Recente;106;MATO GROSSO
2019/12;Desmatamento Recente;556;PARÁ
2019/12;Desmatamento Recente;29;RONDÔNIA
2019/12;Desmatamento Recente;3;RORAIMA
2019/12;Desmatamento Recente;4;TOCANTINS
2019/12;Floresta;13;AMAPÁ
2019/12;Floresta;19;AMAZONAS
2019/12;Floresta;6;MARANHÃO
2019/12;Floresta;8;MATO GROSSO
2019/12;Floresta;78;PARÁ
2019/12;Floresta;2;RONDÔNIA
2019/12;Floresta;3;RORAIMA
2019/12;Outros;39;AMAPÁ
2019/12;Outros;4;AMAZONAS
2019/12;Outros;51;MARANHÃO
2019/12;Outros;38;MATO GROSSO
2019/12;Outros;71;PARÁ
2019/12;Outros;5;RONDÔNIA
2019/12;Outros;25;RORAIMA
2019/12;Vegetacao Secundaria;1;AMAPÁ
2019/12;Vegetacao Secundaria;25;AMAZONAS
2019/12;Vegetacao Secundaria;159;MARANHÃO
2019/12;Vegetacao Secundaria;10;MATO GROSSO
2019/12;Vegetacao Secundaria;253;PARÁ
2019/12;Vegetacao Secundaria;2;RONDÔNIA
2019/12;Vegetacao Secundaria;6;TOCANTINS
